posture,segment,rating,pct_MANTENER,pct_REESTRUCTURAR,pct_VENDER,n_loans,total_EAD,mean_EAD,total_RWA,total_EL,mean_PD,mean_LGD,mean_DPD,total_EVA_post,total_capital_lib
desinversion,MidCap,BBB,0.0,0.0,100.0,26,62520279.0,2404626.1153846155,93780418.5,10234168.244,0.41884615384615387,0.4000000000000001,232.96153846153845,0.0,9846943.9425
desinversion,MidCap,CCC,14.285714285714285,0.0,85.71428571428571,7,14188422.0,2026917.4285714286,21282633.0,3951274.9258971373,0.47857142857142854,0.5837468399538975,219.57142857142858,0.0,2234676.465
desinversion,Mortgage,A,20.0,0.0,80.0,5,2429647.0,485929.4,2429647.0,396581.836,0.42000000000000004,0.4,285.4,-19070.289,238833.42000000004
desinversion,Mortgage,AA,0.0,0.0,100.0,4,1234064.0,308516.0,1234064.0,199359.776,0.41000000000000003,0.4,301.5,-18440.412,113961.85500000003
desinversion,Mortgage,AAA,0.0,0.0,100.0,1,417780.0,417780.0,417780.0,58489.2,0.35,0.4,172.0,0.0,43866.9
desinversion,Mortgage,B,18.181818181818183,0.0,81.81818181818183,11,3292562.0,299323.8181818182,3292562.0,658080.395070902,0.4345454545454545,0.46523233608260006,152.63636363636363,-31997.041453802718,320779.2
desinversion,Mortgage,BB,0.0,0.0,100.0,8,5233037.0,654129.625,5233037.0,925151.108,0.43499999999999994,0.4,222.875,0.0,549468.885
desinversion,Mortgage,BBB,0.0,0.0,100.0,13,3810503.0,293115.6153846154,3810503.0,670525.7679999999,0.4323076923076922,0.4000000000000001,273.2307692307692,0.0,400102.81500000006
desinversion,Mortgage,CCC,0.0,0.0,100.0,3,884685.0,294895.0,884685.0,232347.05796503572,0.4666666666666666,0.559188425267445,165.33333333333334,0.0,92891.92500000002
desinversion,Project Finance,A,0.0,0.0,100.0,2,7919489.0,3959744.5,11879233.5,1258316.172,0.395,0.4,174.5,0.0,1247319.5175
desinversion,Project Finance,AA,0.0,0.0,100.0,1,9014165.0,9014165.0,13521247.5,1298039.76,0.36,0.4,114.0,0.0,1419730.9875
