loan_id,level,from_action,to_action,portfolio_context,posture,run_id,macro_action_used,macro_rationales_short,pti_actual,dscr_actual,pnl
L000027,GUARDRAIL_FEASIBILITY,REESTRUCTURAR,MANTENER,desinversion,desinversion,20260220_134745,REESTRUCTURAR,"[step 0] EVA=-403,813,253€, RWA=2,240,985,480, EVA/RWA=-0.1802, RORWA_est≈-8.02% (hurdle=10.00%), HHI_seg=0.000, HHI_rat=0.000, EVA_vol≈0, n_active=200. Cartera claramente destructiva -> baseline (...",,0.77,-14466992
L000056,GUARDRAIL_FEASIBILITY,REESTRUCTURAR,MANTENER,desinversion,desinversion,20260220_134745,REESTRUCTURAR,"[step 1] EVA=-417,488,880€, RWA=2,240,985,480, EVA/RWA=-0.1863, RORWA_est≈-8.63% (hurdle=10.00%), HHI_seg=0.784, HHI_rat=0.198, EVA_vol≈6,837,813, n_active=200. Cartera claramente destructiva -> ba...",,0.74,-8201826
L000058,MACRO_PRUDENTIAL,VENDER,REESTRUCTURAR,desinversion,desinversion,20260220_134745,REESTRUCTURAR,"[step 1] EVA=-417,488,880€, RWA=2,240,985,480, EVA/RWA=-0.1863, RORWA_est≈-8.63% (hurdle=10.00%), HHI_seg=0.784, HHI_rat=0.198, EVA_vol≈6,837,813, n_active=200. Cartera claramente destructiva -> ba...",,1.32,-17814898
L000088,MACRO_PRUDENTIAL,VENDER,REESTRUCTURAR,desinversion,desinversion,20260220_134746,REESTRUCTURAR,"[step 0] EVA=-403,813,253€, RWA=2,240,985,480, EVA/RWA=-0.1802, RORWA_est≈-8.02% (hurdle=10.00%), HHI_seg=0.000, HHI_rat=0.000, EVA_vol≈0, n_active=200. Cartera claramente destructiva -> baseline (...",,1.23,-19211764
